date_code,thickness,amb_tensile_pre_cure,amb_elongation_pre_cure,amb_elongation_result,amb_tensile_result,hot_tensile_result,hot_elongation_result,overall_result
19-A-250,45.0,25.1,720.0,1,1,1,1,1
19-A-251,45.0,23.7,750.0,1,0,1,1,0
19-A-252,45.0,23.9,763.0,1,1,1,1,1
19-A-253,45.0,27.0,803.0,1,1,1,1,1
19-A-254,45.0,20.8,568.0,1,1,1,1,1
19-A-255,45.0,26.2,764.0,1,1,1,1,1
19-A-256,45.0,22.8,626.0,1,1,1,1,1
19-A-257,45.0,26.3,767.0,1,1,1,1,1
19-A-258,45.0,25.2,691.0,1,1,0,1,0
19-A-259,45.0,25.5,727.0,1,1,1,1,1
19-A-260,45.0,25.0,759.0,1,1,1,1,1
19-A-261,45.0,22.7,659.0,1,1,1,1,1
19-A-262,45.0,26.0,898.0,1,1,1,1,1
19-A-263,45.0,21.4,672.0,1,0,1,1,0
19-A-264,45.0,30.6,804.0,1,1,1,1,1
19-A-265,45.0,28.8,679.0,1,0,0,1,0
19-A-266,30.0,28.3,759.0,1,1,1,1,1
19-A-267,30.0,26.3,730.0,1,1,1,1,1
19-A-359,30.0,20.2,601.0,1,1,1,1,1
19-A-360,30.0,28.9,780.0,1,1,1,1,1
19-A-361,30.0,27.0,716.0,1,1,1,1,1
19-A-362,30.0,29.3,757.0,1,1,1,1,1
19-A-363,65.0,19.2,304.0,1,1,1,1,1
19-A-364,65.0,19.8,518.0,1,1,1,1,1
19-A-365,65.0,19.2,614.0,1,1,1,1,1
19-A-366,65.0,19.6,422.0,1,1,1,1,1
19-A-367,65.0,18.8,655.0,1,1,1,1,1
19-A-368,65.0,18.6,571.0,1,1,1,1,1
19-A-369,65.0,19.0,590.0,1,1,1,1,1
19-A-371,65.0,19.7,629.0,1,1,1,1,1
19-A-372,65.0,18.7,560.0,1,1,1,1,1
19-A-373,65.0,22.2,466.0,1,1,1,1,1
19-A-374,65.0,24.4,453.0,1,1,1,1,1
19-A-377,65.0,22.5,505.0,1,1,1,1,1
19-A-378,65.0,22.2,449.0,1,1,1,1,1
19-A-380,65.0,18.8,576.0,1,1,1,1,1
19-A-382,65.0,19.1,572.0,1,1,1,1,1
19-A-383,65.0,24.0,675.0,1,1,1,1,1
19-A-408,65.0,17.5,375.0,1,1,1,1,1
19-A-409,65.0,17.5,576.0,1,1,1,1,1
19-A-410,65.0,17.6,592.0,1,1,1,1,1
19-A-411,65.0,17.5,584.0,1,1,1,1,1
19-A-412,45.0,24.6,677.0,1,1,1,1,1
19-A-414,45.0,27.4,714.0,1,1,1,1,1
19-A-415,45.0,26.8,641.0,1,1,1,1,1
19-A-417,45.0,20.4,626.0,1,1,1,1,1
19-A-418,45.0,19.04,537.0,1,1,1,1,1
19-A-420,45.0,21.9,647.0,1,1,1,1,1
19-A-421,45.0,22.6,782.0,1,1,1,1,1
19-A-422,45.0,21.7,715.0,1,1,1,1,1
19-A-423,45.0,23.1,595.0,1,1,1,1,1
19-A-424,45.0,25.8,644.0,1,1,1,1,1
19-A-510,65.0,18.4,374.0,1,0,0,1,0
19-A-511,65.0,20.1,448.0,1,0,0,1,0
19-A-512,65.0,17.8,426.0,1,0,1,1,0
19-A-513,65.0,18.4,495.0,1,0,0,1,0
19-A-514,65.0,19.5,529.0,1,0,0,1,0
19-A-515,65.0,19.2,521.0,1,0,0,1,0
19-A-516,65.0,18.4,392.0,1,0,0,1,0
19-A-517,65.0,20.0,505.0,1,0,0,1,0
19-A-518,65.0,18.7,583.0,1,0,0,1,0
19-A-519,65.0,18.9,507.0,1,0,0,1,0
19-A-520,65.0,18.6,450.0,1,0,1,1,0
19-A-521,65.0,19.0,594.0,1,0,0,1,0
19-A-522,65.0,18.8,584.0,1,0,0,1,0
19-A-523,65.0,18.4,557.0,1,0,0,1,0
19-A-524,65.0,20.3,529.0,1,0,0,1,0
19-A-525,65.0,20.0,476.0,1,0,0,1,0
19-A-526,65.0,18.6,417.0,1,0,0,1,0
19-A-527,65.0,18.3,409.0,1,0,0,1,0
19-A-528,65.0,18.9,404.0,1,0,1,1,0
19-A-529,65.0,17.5,420.0,1,0,1,1,0
19-A-530,65.0,17.6,315.0,1,0,0,1,0
19-A-531,65.0,19.4,592.0,1,0,0,1,0
19-A-532,65.0,19.4,595.0,1,0,0,1,0
19-A-650,65.0,29.0,784.0,1,1,1,1,1
19-A-651,65.0,23.7,683.0,1,1,1,1,1
19-A-652,65.0,26.3,711.0,1,1,1,1,1
19-A-653,65.0,23.7,610.0,1,1,1,1,1
19-A-654,65.0,28.9,751.0,1,1,1,1,1
19-A-655,65.0,28.1,755.0,1,1,1,1,1
19-A-656,65.0,27.8,694.0,1,1,1,1,1
19-A-657,65.0,22.0,665.0,1,1,1,1,1
19-A-658,65.0,24.6,705.0,1,1,1,1,1
19-A-659,65.0,24.5,697.0,1,1,1,1,1
19-A-660,65.0,26.4,738.0,1,1,1,1,1
19-A-662,65.0,29.7,789.0,1,1,1,1,1
19-A-663,65.0,18.3,512.0,1,1,1,1,1
19-A-664,65.0,18.8,506.0,1,1,1,1,1
19-A-665,65.0,22.2,613.0,1,1,1,1,1
19-A-666,65.0,18.9,555.0,1,1,1,1,1
19-A-667,65.0,19.1,532.0,1,1,1,1,1
19-A-669,65.0,18.3,547.0,1,1,1,1,1
19-A-670,65.0,18.2,518.0,1,1,1,1,1
19-A-672,65.0,28.6,818.0,1,1,1,1,1
19-A-673,65.0,25.3,891.0,1,1,1,1,1
19-A-674,65.0,29.0,878.0,1,1,1,1,1
19-A-675,65.0,26.4,955.0,1,1,1,1,1
19-A-676,65.0,19.5,517.0,1,1,1,1,1
19-A-678,65.0,18.8,540.0,1,1,1,1,1
19-A-682,65.0,28.7,954.0,1,1,1,1,1
19-A-686,65.0,28.0,819.0,1,1,1,1,1
19-A-687,65.0,24.6,713.0,1,1,1,1,1
19-A-688,65.0,21.9,633.0,1,1,1,1,1
19-A-689,65.0,25.8,636.0,1,1,1,1,1
19-A-690,65.0,21.2,402.0,1,1,1,1,1
19-A-691,65.0,28.8,804.0,1,1,1,1,1
19-A-692,65.0,31.0,839.0,1,1,1,1,1
19-A-693,65.0,28.4,775.0,1,1,1,1,1
19-A-733,65.0,19.8,539.0,1,0,1,1,0
19-A-734,65.0,19.0,461.0,1,1,1,1,1
19-A-735,65.0,19.9,420.0,1,1,1,1,1
19-A-736,65.0,19.9,401.0,1,0,1,1,0
19-A-737,65.0,19.7,490.0,1,1,1,1,1
19-A-738,65.0,20.5,486.0,1,1,1,1,1
19-A-739,65.0,24.8,685.0,1,1,0,1,0
19-A-740,65.0,19.1,461.0,1,1,0,1,0
19-A-741,65.0,19.0,551.0,1,1,1,1,1
19-A-742,65.0,19.45,722.0,1,1,0,1,0
19-A-743,65.0,23.9,750.0,1,1,1,1,1
19-A-744,65.0,22.2,816.0,1,1,0,1,0
19-A-745,65.0,19.07,684.0,1,1,1,1,1
19-A-746,65.0,19.4,644.0,1,1,1,1,1
19-A-747,65.0,20.5,680.0,1,1,0,1,0
19-A-748,65.0,22.4,723.0,1,1,0,1,0
19-A-749,65.0,19.3,329.0,1,0,1,1,0
19-A-750,65.0,18.06,558.0,1,1,0,1,0
19-A-751,65.0,18.12,681.0,1,1,1,1,1
19-A-752,65.0,27.0,906.0,1,1,1,1,1
19-A-753,65.0,19.38,603.0,1,1,1,1,1
19-A-754,65.0,18.66,585.0,1,1,1,1,1
19-A-756,65.0,17.62,298.0,1,1,0,1,0
19-A-757,65.0,18.66,606.0,1,1,1,1,1
19-A-758,65.0,19.12,580.0,1,1,0,1,0
19-A-759,65.0,19.16,574.0,1,1,0,1,0
19-A-760,65.0,18.76,579.0,1,1,0,1,0
19-A-761,65.0,18.62,608.0,1,1,0,1,0
19-A-762,65.0,19.59,700.0,1,0,0,1,0
19-A-763,65.0,18.2,561.0,1,0,0,1,0
19-A-764,65.0,19.3,544.0,1,1,0,1,0
19-A-765,65.0,19.97,418.0,1,0,1,1,0
19-A-766,65.0,28.0,772.0,1,0,1,1,0
19-A-767,65.0,20.4,484.0,1,1,0,1,0
19-A-768,65.0,20.4,473.0,1,0,0,1,0
19-A-769,65.0,21.1,543.0,1,1,1,1,1
19-A-770,65.0,25.0,681.0,1,1,1,1,1
19-A-771,65.0,23.6,660.0,1,1,0,1,0
19-A-772,65.0,26.8,761.0,1,0,0,1,0
19-A-773,65.0,21.3,621.0,1,0,0,1,0
19-A-774,65.0,19.78,570.0,1,0,0,1,0
19-A-775,65.0,20.4,595.0,1,1,0,1,0
19-A-776,65.0,20.2,516.0,1,0,0,1,0
19-A-777,65.0,19.8,514.0,1,0,0,1,0
19-A-778,65.0,20.0,540.0,1,0,0,1,0
19-A-779,65.0,20.4,595.0,1,1,0,1,0
19-A-780,65.0,26.7,730.0,1,0,0,1,0
19-A-781,65.0,25.7,644.0,1,0,0,1,0
19-A-782,65.0,22.7,621.0,1,0,0,1,0
19-A-783,65.0,26.4,735.0,1,0,0,1,0
19-A-784,65.0,20.1,487.0,1,0,0,1,0
19-A-785,65.0,19.8,577.0,1,0,1,1,0
19-A-786,65.0,19.3,504.0,1,0,0,1,0
20-A-30,65.0,21.6,618.0,1,1,0,1,0
20-A-31,65.0,19.69,791.0,1,1,1,1,1
20-A-32,65.0,26.1,829.0,1,1,0,1,0
20-A-33,65.0,20.8,919.0,1,1,1,1,1
20-A-34,65.0,28.1,769.0,1,1,1,1,1
20-A-35,65.0,19.1,506.0,1,1,0,1,0
20-A-37,65.0,18.75,575.0,1,1,1,1,1
20-A-39,65.0,24.5,622.0,1,1,0,1,0
20-A-40,65.0,19.19,593.0,1,1,0,1,0
20-A-41,65.0,17.3,403.0,1,0,0,1,0
20-A-42,65.0,18.6,494.0,1,0,1,1,0
20-A-43,65.0,18.9,549.0,1,1,1,1,1
20-A-44,65.0,19.1,458.0,1,0,0,1,0
20-A-45,65.0,17.9,509.0,1,0,1,1,0
20-A-46,65.0,17.64,589.0,1,0,0,1,0
20-A-47,65.0,17.66,528.0,1,1,1,1,1
20-A-48,65.0,17.62,565.0,1,0,0,1,0
20-A-50,65.0,27.6,764.0,1,0,0,1,0
20-A-51,65.0,19.25,543.0,1,1,0,1,0
20-A-52,65.0,20.2,564.0,1,0,1,1,0
20-A-53,65.0,20.7,552.0,1,0,0,1,0
20-A-54,65.0,25.6,744.0,1,0,1,1,0
20-A-55,65.0,23.2,666.0,1,1,1,1,1
20-A-56,65.0,22.5,670.0,1,1,0,1,0
20-A-57,65.0,18.6,503.0,1,0,1,1,0
20-A-58,65.0,17.54,572.0,1,1,0,1,0
20-A-60,65.0,18.79,498.0,1,1,0,1,0
20-A-61,65.0,19.38,498.0,1,0,0,1,0
20-A-62,65.0,18.23,287.0,1,0,1,1,0
20-A-63,65.0,21.1,547.0,1,0,0,1,0
20-A-65,65.0,19.2,505.0,1,1,0,1,0
20-A-66,65.0,19.1,531.0,1,0,0,1,0
20-A-67,65.0,18.5,513.0,1,0,0,1,0
20-A-68,65.0,18.1,542.0,1,0,1,1,0
20-A-69,65.0,17.7,550.0,1,0,1,1,0
20-A-70,65.0,17.9,432.0,1,1,0,1,0
20-A-71,65.0,18.1,537.0,1,0,0,1,0
20-A-72,65.0,18.3,522.0,1,0,1,1,0
20-A-73,65.0,23.6,703.0,1,1,0,1,0
20-A-74,45.0,26.0,745.0,1,1,1,1,1
20-A-75,45.0,17.5,556.0,1,0,1,1,0
20-A-76,45.0,23.1,678.0,1,0,1,1,0
20-A-77,45.0,21.4,614.0,1,1,1,1,1
20-A-78,45.0,21.7,605.0,1,1,1,1,1
20-A-79,45.0,17.1,363.0,1,1,1,1,1
20-A-81,45.0,20.6,615.0,1,0,1,1,0
20-A-83,45.0,28.4,729.0,1,0,1,1,0
20-A-84,45.0,28.2,755.0,1,0,1,1,0
20-A-85,45.0,20.6,610.0,1,1,0,1,0
20-A-125,45.0,24.6,614.0,1,1,1,1,1
20-A-126,45.0,26.3,758.0,1,1,1,1,1
20-A-127,45.0,25.3,709.0,1,1,1,1,1
20-A-128,45.0,24.6,744.0,1,1,1,1,1
20-A-129,45.0,19.8,521.0,1,1,1,1,1
20-A-130,45.0,18.6,533.0,1,1,1,1,1
20-A-131,45.0,24.1,742.0,1,1,1,1,1
20-A-132,45.0,19.1,535.0,1,1,1,1,1
20-A-133,45.0,18.4,539.0,1,1,1,1,1
20-A-134,45.0,19.2,637.0,1,1,1,1,1
20-A-135,45.0,19.4,584.0,1,1,1,1,1
20-A-136,45.0,24.6,695.0,1,1,0,1,0
20-A-137,45.0,27.2,719.0,1,1,1,1,1
20-A-138,45.0,27.1,699.0,1,1,1,1,1
20-A-139,45.0,26.7,746.0,1,0,1,1,0
20-A-140,45.0,27.5,727.0,1,1,1,1,1
20-A-141,65.0,22.6,692.0,1,1,0,1,0
20-A-142,65.0,17.7,525.0,1,1,0,1,0
20-A-143,65.0,17.3,508.0,1,0,0,1,0
20-A-144,65.0,18.7,506.0,1,1,1,1,1
20-A-145,65.0,18.4,504.0,1,0,0,1,0
20-A-146,65.0,19.5,568.0,1,0,0,1,0
20-A-147,65.0,21.7,599.0,1,0,0,1,0
20-A-148,65.0,21.0,572.0,1,1,0,1,0
20-A-149,65.0,19.3,545.0,1,1,0,1,0
20-A-150,65.0,18.5,464.0,1,1,0,1,0
20-A-151,65.0,20.3,638.0,1,1,0,1,0
20-A-153,65.0,18.04,537.0,1,1,0,1,0
20-A-154,65.0,18.85,530.0,1,0,0,1,0
20-A-155,65.0,19.3,473.0,1,1,0,1,0
20-A-156,65.0,21.0,492.0,1,1,0,1,0
20-A-157,65.0,18.2,524.0,1,0,0,1,0
20-A-158,65.0,18.0,481.0,1,0,0,1,0
20-A-231,65.0,21.7,545.0,1,1,0,1,0
20-A-232,65.0,23.0,588.0,1,1,0,1,0
20-A-233,65.0,23.7,627.0,1,1,0,1,0
20-A-234,65.0,26.9,730.0,1,1,0,1,0
20-A-235,65.0,23.5,606.0,1,1,0,1,0
20-A-236,65.0,19.3,476.0,1,0,0,1,0
20-A-237,65.0,19.3,464.0,1,0,0,1,0
20-A-238,65.0,18.8,474.0,1,0,0,1,0
20-A-239,65.0,19.3,497.0,1,1,1,1,1
20-A-241,65.0,29.8,731.0,1,1,1,1,1
20-A-242,65.0,31.3,764.0,1,1,1,1,1
20-A-299,65.0,21.8,573.0,1,1,1,1,1
20-A-300,65.0,22.0,623.0,1,1,1,1,1
20-A-301,65.0,22.2,608.0,1,1,0,1,0
20-A-302,65.0,18.87,557.0,1,1,0,1,0
20-A-303,65.0,18.95,576.0,1,1,0,1,0
20-A-307,65.0,18.52,550.0,1,1,1,1,1
20-A-308,65.0,18.58,548.0,1,1,1,1,1
20-A-309,65.0,18.42,511.0,1,1,1,1,1
20-A-310,65.0,18.44,506.0,1,1,1,1,1
20-A-312,65.0,18.43,503.0,1,1,1,1,1
20-A-313,65.0,24.3,720.0,1,1,1,1,1
20-A-314,65.0,21.6,533.0,1,1,1,1,1
20-A-315,65.0,17.85,518.0,1,1,0,1,0
20-A-316,65.0,19.3,521.0,1,1,0,1,0
20-A-317,65.0,18.3,522.0,1,1,0,1,0
20-A-318,65.0,18.9,534.0,1,1,0,1,0
20-A-319,65.0,21.8,640.0,1,1,0,1,0
20-A-320,65.0,23.3,701.0,1,1,0,1,0
20-A-321,65.0,19.3,566.0,1,1,0,1,0
20-A-322,65.0,21.0,615.0,1,1,1,1,1
20-A-323,65.0,26.2,617.0,1,1,1,1,1
20-A-324,65.0,20.7,538.0,1,1,0,1,0
20-A-325,65.0,20.5,455.0,1,1,1,1,1
20-A-326,65.0,26.5,727.0,1,1,1,1,1
20-A-328,65.0,21.8,645.0,1,1,1,1,1
20-A-329,65.0,25.1,706.0,1,1,1,1,1
20-A-330,65.0,26.9,677.0,1,1,1,1,1
20-A-331,65.0,27.5,749.0,1,1,0,1,0
20-A-332,65.0,27.5,770.0,1,1,1,1,1
20-A-333,65.0,24.4,682.0,1,1,1,1,1
20-A-334,65.0,24.8,691.0,1,1,1,1,1
20-A-383,65.0,21.8,558.0,1,1,1,1,1
20-A-384,65.0,22.3,619.0,1,1,0,1,0
20-A-441,65.0,28.3,720.0,1,1,1,1,1
20-A-442,65.0,26.4,669.0,1,1,1,1,1
20-A-443,65.0,28.9,709.0,1,1,1,1,1
20-A-444,65.0,28.3,714.0,1,1,1,1,1
20-A-445,65.0,29.4,691.0,1,1,1,1,1
20-A-446,65.0,29.2,737.0,1,1,1,1,1
20-A-447,65.0,28.2,710.0,1,1,1,1,1
20-A-448,65.0,27.8,708.0,1,1,1,1,1
20-A-449,65.0,30.6,754.0,1,1,1,1,1
20-A-450,65.0,30.4,740.0,1,1,1,1,1
20-A-451,65.0,30.8,766.0,1,1,1,1,1
20-A-452,65.0,29.8,742.0,1,1,1,1,1
20-A-453,65.0,29.9,769.0,1,1,1,1,1
20-A-454,65.0,29.2,754.0,1,1,1,1,1
20-A-455,65.0,28.5,715.0,1,1,1,1,1
20-A-456,65.0,28.5,760.0,1,1,1,1,1
20-A-457,65.0,28.5,758.0,1,1,1,1,1
20-A-458,65.0,29.3,740.0,1,1,1,1,1
20-A-459,65.0,28.9,754.0,1,1,1,1,1
20-A-460,65.0,27.5,730.0,1,1,1,1,1
20-A-461,65.0,28.0,733.0,1,1,1,1,1
20-A-462,65.0,28.9,711.0,1,1,1,1,1
20-A-464,65.0,26.8,723.0,1,1,0,1,0
20-A-465,65.0,28.5,743.0,1,1,1,1,1
20-A-466,65.0,26.8,700.0,1,1,1,1,1
20-A-467,65.0,26.5,697.0,1,1,1,1,1
20-A-468,65.0,28.1,746.0,1,1,1,1,1
20-A-470,65.0,27.8,742.0,1,1,1,1,1
20-A-471,65.0,27.6,699.0,1,1,1,1,1
20-A-472,65.0,28.0,719.0,1,1,1,1,1
20-A-473,65.0,23.9,601.0,1,1,1,1,1
20-A-474,65.0,19.2,461.0,1,1,1,1,1
20-A-475,65.0,28.6,734.0,1,1,1,1,1
20-A-476,65.0,21.2,471.0,1,1,1,1,1
20-A-477,65.0,21.9,508.0,1,0,1,1,0
20-A-478,65.0,21.4,520.0,1,0,1,1,0
20-A-479,65.0,21.4,523.0,1,1,1,1,1
20-A-480,65.0,21.8,502.0,1,1,1,1,1
20-A-481,65.0,20.4,458.0,1,1,1,1,1
20-A-482,65.0,29.1,711.0,1,1,1,1,1
20-A-483,65.0,28.3,702.0,1,1,1,1,1
21-A-10,65.0,28.0,675.0,1,1,1,1,1
21-A-11,65.0,30.0,532.0,1,1,1,1,1
21-A-12,65.0,26.5,608.0,1,1,1,1,1
21-A-13,65.0,21.6,585.0,1,1,1,1,1
21-A-14,65.0,29.2,729.0,1,1,1,1,1
21-A-15,65.0,26.2,665.0,1,1,1,1,1
21-A-16,65.0,26.5,686.0,1,1,1,1,1
21-A-17,65.0,27.1,729.0,1,1,1,1,1
21-A-18,65.0,27.0,724.0,1,1,1,1,1
21-A-19,65.0,28.0,773.0,1,1,1,1,1
21-A-20,65.0,22.9,620.0,1,1,1,1,1
21-A-21,65.0,24.7,656.0,1,1,1,1,1
21-A-22,65.0,26.8,730.0,1,1,1,1,1
21-A-23,65.0,25.8,685.0,1,1,1,1,1
21-A-65,65.0,29.2,763.0,1,1,1,1,1
21-A-67,65.0,24.1,729.0,1,1,1,1,1
21-A-68,65.0,25.1,729.0,1,1,1,1,1
21-A-69,65.0,25.1,540.0,1,1,1,1,1
21-A-70,65.0,19.3,538.0,1,1,1,1,1
21-A-72,65.0,21.1,548.0,1,1,1,1,1
21-A-73,65.0,20.1,569.0,1,1,1,1,1
21-A-74,65.0,18.4,543.0,1,1,1,1,1
21-A-75,65.0,22.7,690.0,1,1,1,1,1
21-A-76,65.0,26.5,760.0,1,1,1,1,1
21-A-77,65.0,22.3,622.0,1,1,1,1,1
21-A-126,65.0,18.2,464.0,1,1,1,1,1
21-A-127,65.0,19.3,447.0,1,1,1,1,1
21-A-128,65.0,18.4,456.0,1,1,0,1,0
21-A-129,65.0,18.8,440.0,1,1,0,1,0
21-A-130,65.0,19.4,463.0,1,1,1,1,1
21-A-131,65.0,19.4,444.0,1,1,0,1,0
21-A-132,65.0,18.4,481.0,1,1,0,1,0
21-A-133,65.0,18.2,413.0,1,1,0,1,0
21-A-134,65.0,19.0,515.0,1,1,0,1,0
21-A-135,65.0,17.64,360.0,1,1,0,1,0
21-A-136,65.0,19.7,462.0,1,1,0,1,0
21-A-137,65.0,17.64,640.0,1,1,0,1,0
21-A-138,65.0,20.0,429.0,1,1,0,1,0
21-A-139,65.0,19.8,433.0,1,1,0,1,0
21-A-140,65.0,19.3,439.0,1,1,0,1,0
21-A-142,65.0,18.8,407.0,1,1,0,1,0
21-A-143,65.0,19.0,386.0,1,1,0,1,0
21-A-144,65.0,19.7,411.0,1,1,0,1,0
21-A-146,65.0,19.9,417.0,1,1,0,1,0
21-A-147,65.0,19.2,397.0,1,1,0,1,0
21-A-148,65.0,19.8,452.0,1,0,0,1,0
21-A-149,65.0,19.6,429.0,1,1,0,1,0
21-A-151,65.0,18.8,431.0,1,1,0,1,0
21-A-152,65.0,19.2,449.0,1,1,0,1,0
21-A-153,65.0,19.5,414.0,1,0,0,1,0
21-A-154,65.0,18.5,423.0,1,0,0,1,0
21-A-155,65.0,19.8,435.0,1,0,0,1,0
21-A-156,65.0,19.0,418.0,1,1,0,1,0
21-A-157,65.0,19.0,444.0,1,1,0,1,0
21-A-480,65.0,18.0,539.0,1,1,1,1,1
21-A-481,65.0,20.2,505.0,1,1,1,1,1
21-A-482,65.0,19.47,529.0,1,1,1,1,1
21-A-491,65.0,18.9,590.0,1,1,1,1,1
21-A-574,65.0,17.53,509.0,1,1,1,1,1
21-A-582,65.0,20.6,562.0,1,1,1,1,1
21-A-586,65.0,18.7,473.0,1,1,1,1,1
21-A-587,65.0,19.3,481.0,1,1,1,1,1
22-A-71,65.0,22.4,693.0,1,1,1,1,1
22-A-72,65.0,17.6,585.0,1,1,1,1,1
22-A-73,65.0,20.7,698.0,1,1,1,1,1
22-A-74,65.0,22.8,765.0,1,1,1,1,1
22-A-75,65.0,23.6,780.0,1,1,1,1,1
22-A-86,65.0,18.9,632.0,1,1,1,1,1
22-A-87,65.0,18.2,572.0,1,1,1,1,1
22-A-88,65.0,23.7,711.0,1,1,1,1,1
22-A-89,65.0,17.2,556.0,1,1,1,1,1
22-A-90,65.0,18.1,595.0,1,1,1,1,1
22-A-91,65.0,27.7,740.0,1,1,1,1,1
