epoch,training_accuracy,training_loss,test_accuracy,test_loss,model
0,0.7430555820465088,0.5593191981315613,0.7699530720710754,0.4829410910606384,Neural Network
1,0.7615740895271301,0.5318355560302734,0.7840375304222107,0.4813431203365326,Neural Network
2,0.7476851940155029,0.547447681427002,0.7746478915214539,0.49972301721572876,Neural Network
3,0.7731481194496155,0.5272983908653259,0.7840375304222107,0.47657278180122375,Neural Network
4,0.7615740895271301,0.5301470756530762,0.7934272289276123,0.47866198420524597,Neural Network
5,0.7754629850387573,0.5186551213264465,0.7887324094772339,0.47940075397491455,Neural Network
6,0.7453703880310059,0.533444344997406,0.7981220483779907,0.46985286474227905,Neural Network
7,0.7569444179534912,0.5354334712028503,0.7840375304222107,0.47601205110549927,Neural Network
8,0.7662037014961243,0.5276090502738953,0.7887324094772339,0.47114256024360657,Neural Network
9,0.7638888955116272,0.533455491065979,0.7793427109718323,0.5107402801513672,Neural Network
10,0.7268518805503845,0.5589818358421326,0.7934272289276123,0.4710618853569031,Neural Network
11,0.7662037014961243,0.5226886868476868,0.7981220483779907,0.4683842062950134,Neural Network
12,0.7592592835426331,0.5246867537498474,0.7934272289276123,0.47052451968193054,Neural Network
13,0.7615740895271301,0.5211074352264404,0.7887324094772339,0.47280997037887573,Neural Network
14,0.7384259104728699,0.5605857372283936,0.737089216709137,0.49904200434684753,Neural Network
15,0.7569444179534912,0.527997612953186,0.7746478915214539,0.5061376690864563,Neural Network
16,0.7592592835426331,0.5277135372161865,0.7934272289276123,0.47247451543807983,Neural Network
17,0.7777777910232544,0.510640025138855,0.7934272289276123,0.4722515940666199,Neural Network
18,0.7754629850387573,0.5173728466033936,0.8075117468833923,0.4648657739162445,Neural Network
19,0.7662037014961243,0.5169674754142761,0.8028169274330139,0.47229433059692383,Neural Network
20,0.7638888955116272,0.5145140290260315,0.7981220483779907,0.46772822737693787,Neural Network
21,0.7523148059844971,0.5232483744621277,0.7793427109718323,0.475742906332016,Neural Network
22,0.7615740895271301,0.5184250473976135,0.7934272289276123,0.47455617785453796,Neural Network
23,0.7824074029922485,0.5115401148796082,0.7840375304222107,0.47529083490371704,Neural Network
24,0.7685185074806213,0.514101505279541,0.7934272289276123,0.46628183126449585,Neural Network
25,0.7638888955116272,0.5172304511070251,0.7981220483779907,0.46781566739082336,Neural Network
26,0.7731481194496155,0.5124292969703674,0.7417840361595154,0.5090201497077942,Neural Network
27,0.7430555820465088,0.5369270443916321,0.7981220483779907,0.4643324613571167,Neural Network
28,0.7731481194496155,0.50996994972229,0.7558685541152954,0.4943264126777649,Neural Network
29,0.7754629850387573,0.5093473792076111,0.8028169274330139,0.46087729930877686,Neural Network
30,0.7662037014961243,0.5119546055793762,0.8028169274330139,0.46087580919265747,Neural Network
31,0.75,0.5286968350410461,0.7699530720710754,0.49458473920822144,Neural Network
32,0.7615740895271301,0.5104959011077881,0.7699530720710754,0.47497522830963135,Neural Network
33,0.7638888955116272,0.5120219588279724,0.7981220483779907,0.46309894323349,Neural Network
34,0.7592592835426331,0.5142980217933655,0.6901408433914185,0.5834462642669678,Neural Network
35,0.7314814925193787,0.5370216965675354,0.7605633735656738,0.519521176815033,Neural Network
36,0.7592592835426331,0.5176520347595215,0.8028169274330139,0.45613202452659607,Neural Network
37,0.7638888955116272,0.5112131834030151,0.8028169274330139,0.46470725536346436,Neural Network
38,0.7893518805503845,0.49857762455940247,0.7934272289276123,0.4596754014492035,Neural Network
39,0.7476851940155029,0.5219619870185852,0.7887324094772339,0.46947038173675537,Neural Network
40,0.7453703880310059,0.5280455946922302,0.7981220483779907,0.4628169536590576,Neural Network
41,0.7685185074806213,0.5133809447288513,0.7981220483779907,0.46430471539497375,Neural Network
42,0.7685185074806213,0.5024299025535583,0.7793427109718323,0.4693899154663086,Neural Network
43,0.7708333134651184,0.5152508616447449,0.7840375304222107,0.4753563404083252,Neural Network
44,0.7523148059844971,0.5282705426216125,0.8028169274330139,0.45517146587371826,Neural Network
45,0.7662037014961243,0.5084922313690186,0.7746478915214539,0.4689643085002899,Neural Network
46,0.7754629850387573,0.508651077747345,0.7840375304222107,0.46737149357795715,Neural Network
47,0.7777777910232544,0.5003829598426819,0.7981220483779907,0.4602818787097931,Neural Network
48,0.7407407164573669,0.527647852897644,0.7934272289276123,0.4789378345012665,Neural Network
49,0.7569444179534912,0.5176920890808105,0.7464788556098938,0.5064469575881958,Neural Network
50,0.7662037014961243,0.5121877789497375,0.7840375304222107,0.46398448944091797,Neural Network
51,0.7939814925193787,0.48809894919395447,0.7652581930160522,0.4794204831123352,Neural Network
52,0.7592592835426331,0.524127721786499,0.7887324094772339,0.47978299856185913,Neural Network
53,0.7638888955116272,0.5053012371063232,0.7840375304222107,0.467250794172287,Neural Network
54,0.7939814925193787,0.4950500726699829,0.7652581930160522,0.5009335279464722,Neural Network
55,0.7546296119689941,0.5108671188354492,0.7934272289276123,0.4561448097229004,Neural Network
56,0.7546296119689941,0.5109740495681763,0.7840375304222107,0.4792361259460449,Neural Network
57,0.7731481194496155,0.5142790079116821,0.7887324094772339,0.46241647005081177,Neural Network
58,0.7662037014961243,0.5215004682540894,0.7981220483779907,0.4595642387866974,Neural Network
59,0.7847222089767456,0.4896906614303589,0.7793427109718323,0.4694382846355438,Neural Network
60,0.7754629850387573,0.5040349364280701,0.7887324094772339,0.47820135951042175,Neural Network
61,0.7754629850387573,0.50836181640625,0.7981220483779907,0.4587951898574829,Neural Network
62,0.7523148059844971,0.5198565721511841,0.7652581930160522,0.49685561656951904,Neural Network
63,0.7824074029922485,0.4887104332447052,0.7464788556098938,0.508699357509613,Neural Network
64,0.7662037014961243,0.5119256973266602,0.7417840361595154,0.5237388610839844,Neural Network
65,0.7569444179534912,0.5408371686935425,0.8028169274330139,0.45957034826278687,Neural Network
66,0.7731481194496155,0.4993480145931244,0.8028169274330139,0.4480140805244446,Neural Network
67,0.7939814925193787,0.48039570450782776,0.7746478915214539,0.467681348323822,Neural Network
68,0.7777777910232544,0.49327847361564636,0.7605633735656738,0.482835590839386,Neural Network
69,0.7662037014961243,0.5158640742301941,0.8075117468833923,0.44730472564697266,Neural Network
70,0.7708333134651184,0.49874183535575867,0.7840375304222107,0.46040523052215576,Neural Network
71,0.7847222089767456,0.4858465790748596,0.7981220483779907,0.46437910199165344,Neural Network
72,0.7847222089767456,0.49041277170181274,0.7793427109718323,0.46610140800476074,Neural Network
73,0.7893518805503845,0.4849574565887451,0.8075117468833923,0.4461057186126709,Neural Network
74,0.7986111044883728,0.48391273617744446,0.7981220483779907,0.4624115526676178,Neural Network
75,0.75,0.5360077023506165,0.8075117468833923,0.45197051763534546,Neural Network
76,0.7893518805503845,0.48124128580093384,0.7793427109718323,0.46454229950904846,Neural Network
77,0.7800925970077515,0.48859718441963196,0.7934272289276123,0.4518263339996338,Neural Network
78,0.7685185074806213,0.5028530955314636,0.7464788556098938,0.5353986620903015,Neural Network
79,0.7476851940155029,0.5202479362487793,0.7652581930160522,0.4814057946205139,Neural Network
80,0.7777777910232544,0.4917375445365906,0.7887324094772339,0.4624415636062622,Neural Network
81,0.7731481194496155,0.50069260597229,0.7699530720710754,0.467921644449234,Neural Network
82,0.7754629850387573,0.4980863630771637,0.7887324094772339,0.4513360559940338,Neural Network
83,0.7800925970077515,0.4833982586860657,0.7887324094772339,0.4643888473510742,Neural Network
84,0.7754629850387573,0.4895460903644562,0.7981220483779907,0.454130619764328,Neural Network
85,0.7777777910232544,0.4804798364639282,0.7793427109718323,0.46756288409233093,Neural Network
86,0.7800925970077515,0.4895458519458771,0.8028169274330139,0.44638535380363464,Neural Network
87,0.7870370149612427,0.4794689118862152,0.7793427109718323,0.46823686361312866,Neural Network
88,0.7662037014961243,0.5111426115036011,0.7981220483779907,0.44448840618133545,Neural Network
89,0.7754629850387573,0.4881197214126587,0.7887324094772339,0.45925870537757874,Neural Network
90,0.7870370149612427,0.475668340921402,0.7887324094772339,0.4632454514503479,Neural Network
91,0.7939814925193787,0.4800502359867096,0.7887324094772339,0.4597928822040558,Neural Network
92,0.7800925970077515,0.4921707808971405,0.8028169274330139,0.45130476355552673,Neural Network
93,0.7800925970077515,0.48619401454925537,0.7746478915214539,0.4932762682437897,Neural Network
94,0.7430555820465088,0.5363617539405823,0.7934272289276123,0.456586629152298,Neural Network
95,0.7708333134651184,0.4908594787120819,0.7699530720710754,0.46798133850097656,Neural Network
96,0.7314814925193787,0.5471073389053345,0.7746478915214539,0.46803373098373413,Neural Network
97,0.75,0.5243245363235474,0.7699530720710754,0.4753664433956146,Neural Network
98,0.7870370149612427,0.4827386140823364,0.7699530720710754,0.4790078103542328,Neural Network
99,0.7708333134651184,0.5003392100334167,0.7605633735656738,0.47398436069488525,Neural Network
100,0.7777777910232544,0.48425647616386414,0.751173734664917,0.5199988484382629,Neural Network
101,0.7870370149612427,0.4815484583377838,0.7793427109718323,0.46400272846221924,Neural Network
102,0.7847222089767456,0.47357141971588135,0.7793427109718323,0.4683905839920044,Neural Network
103,0.7754629850387573,0.49725341796875,0.8028169274330139,0.4500576853752136,Neural Network
104,0.7916666865348816,0.48267439007759094,0.7746478915214539,0.48179930448532104,Neural Network
105,0.7708333134651184,0.49916282296180725,0.7746478915214539,0.47219088673591614,Neural Network
106,0.7291666865348816,0.5335248112678528,0.7840375304222107,0.4630906283855438,Neural Network
107,0.7731481194496155,0.483010858297348,0.8028169274330139,0.4418945908546448,Neural Network
108,0.7731481194496155,0.48115256428718567,0.7981220483779907,0.44694358110427856,Neural Network
109,0.7870370149612427,0.4768981635570526,0.737089216709137,0.4975288212299347,Neural Network
110,0.7754629850387573,0.48080745339393616,0.7652581930160522,0.4758705198764801,Neural Network
111,0.7893518805503845,0.47002047300338745,0.7840375304222107,0.472686767578125,Neural Network
112,0.7615740895271301,0.5100142955780029,0.7934272289276123,0.4517393112182617,Neural Network
113,0.7847222089767456,0.47749006748199463,0.7699530720710754,0.4803686738014221,Neural Network
114,0.7847222089767456,0.4791438579559326,0.7981220483779907,0.446422278881073,Neural Network
115,0.7824074029922485,0.476069837808609,0.7981220483779907,0.45445191860198975,Neural Network
116,0.7824074029922485,0.4773675203323364,0.8028169274330139,0.44052693247795105,Neural Network
117,0.7754629850387573,0.47386106848716736,0.7887324094772339,0.4492122232913971,Neural Network
118,0.7824074029922485,0.47895801067352295,0.7887324094772339,0.45315176248550415,Neural Network
119,0.7777777910232544,0.48680195212364197,0.7840375304222107,0.4650021195411682,Neural Network
120,0.7986111044883728,0.4638022780418396,0.7417840361595154,0.5274630784988403,Neural Network
121,0.7777777910232544,0.4843825697898865,0.7746478915214539,0.47385174036026,Neural Network
122,0.7592592835426331,0.511158287525177,0.7887324094772339,0.4670374095439911,Neural Network
123,0.7245370149612427,0.552327036857605,0.7558685541152954,0.4822893440723419,Neural Network
124,0.7592592835426331,0.5042128562927246,0.7793427109718323,0.46232178807258606,Neural Network
125,0.7893518805503845,0.47423264384269714,0.7934272289276123,0.4475128948688507,Neural Network
126,0.7916666865348816,0.46361005306243896,0.7887324094772339,0.454070508480072,Neural Network
127,0.7893518805503845,0.4654524624347687,0.8122065663337708,0.4397085905075073,Neural Network
128,0.7870370149612427,0.4664892852306366,0.8075117468833923,0.43248501420021057,Neural Network
129,0.7824074029922485,0.47782769799232483,0.7887324094772339,0.4703672230243683,Neural Network
130,0.7708333134651184,0.4891969561576843,0.7605633735656738,0.49430137872695923,Neural Network
131,0.7939814925193787,0.46599578857421875,0.8028169274330139,0.44901028275489807,Neural Network
132,0.7662037014961243,0.48726627230644226,0.7746478915214539,0.47028881311416626,Neural Network
133,0.7731481194496155,0.4932497441768646,0.7934272289276123,0.4577304720878601,Neural Network
134,0.7939814925193787,0.46623387932777405,0.7746478915214539,0.47783732414245605,Neural Network
135,0.7962962985038757,0.4602991044521332,0.8028169274330139,0.44340959191322327,Neural Network
136,0.7569444179534912,0.5093092322349548,0.7934272289276123,0.45483994483947754,Neural Network
137,0.7939814925193787,0.45859065651893616,0.7840375304222107,0.46717479825019836,Neural Network
138,0.7731481194496155,0.4833073019981384,0.7136150002479553,0.571269154548645,Neural Network
139,0.7731481194496155,0.4782985746860504,0.8028169274330139,0.4444625973701477,Neural Network
140,0.7754629850387573,0.47652336955070496,0.7746478915214539,0.475329726934433,Neural Network
141,0.7708333134651184,0.49075281620025635,0.7934272289276123,0.4583583474159241,Neural Network
142,0.7870370149612427,0.4723580777645111,0.7699530720710754,0.47119057178497314,Neural Network
143,0.7847222089767456,0.47609981894493103,0.7840375304222107,0.454338401556015,Neural Network
144,0.7361111044883728,0.5326595902442932,0.8075117468833923,0.4442808926105499,Neural Network
145,0.7777777910232544,0.4747236669063568,0.7981220483779907,0.46947821974754333,Neural Network
146,0.7847222089767456,0.4758622944355011,0.7934272289276123,0.4461751878261566,Neural Network
147,0.7777777910232544,0.480583518743515,0.7746478915214539,0.47143036127090454,Neural Network
148,0.7615740895271301,0.49474072456359863,0.7981220483779907,0.44311121106147766,Neural Network
149,0.8009259104728699,0.4545145332813263,0.7699530720710754,0.4693702161312103,Neural Network
150,0.7754629850387573,0.4766484797000885,0.7558685541152954,0.4968819320201874,Neural Network
151,0.7777777910232544,0.4771900773048401,0.751173734664917,0.5084103941917419,Neural Network
152,0.7939814925193787,0.4631035029888153,0.7793427109718323,0.4521777033805847,Neural Network
153,0.7939814925193787,0.4849201440811157,0.7652581930160522,0.4810734689235687,Neural Network
154,0.7800925970077515,0.47561582922935486,0.7887324094772339,0.459085613489151,Neural Network
155,0.7939814925193787,0.4546140730381012,0.7934272289276123,0.4519357681274414,Neural Network
156,0.7939814925193787,0.4519933760166168,0.7981220483779907,0.45619407296180725,Neural Network
157,0.7800925970077515,0.4808558225631714,0.6995305418968201,0.5956251621246338,Neural Network
158,0.7754629850387573,0.48197034001350403,0.8028169274330139,0.4468403458595276,Neural Network
159,0.8078703880310059,0.4477362334728241,0.8028169274330139,0.4414854347705841,Neural Network
160,0.8055555820465088,0.45543232560157776,0.7840375304222107,0.47168079018592834,Neural Network
161,0.7847222089767456,0.48785877227783203,0.8075117468833923,0.445097953081131,Neural Network
162,0.7777777910232544,0.48315322399139404,0.7793427109718323,0.47440043091773987,Neural Network
163,0.7222222089767456,0.5374231934547424,0.8028169274330139,0.46436867117881775,Neural Network
164,0.7916666865348816,0.4733544588088989,0.8122065663337708,0.4346712529659271,Neural Network
165,0.8078703880310059,0.45490455627441406,0.8028169274330139,0.4490087926387787,Neural Network
166,0.8032407164573669,0.4528450071811676,0.8122065663337708,0.43806561827659607,Neural Network
167,0.7662037014961243,0.5132789015769958,0.751173734664917,0.5074183940887451,Neural Network
168,0.7731481194496155,0.486040323972702,0.7746478915214539,0.4856374263763428,Neural Network
169,0.7662037014961243,0.5017001032829285,0.7652581930160522,0.47904571890830994,Neural Network
170,0.7824074029922485,0.48738035559654236,0.7558685541152954,0.4978781044483185,Neural Network
171,0.7569444179534912,0.5126073956489563,0.7981220483779907,0.4583078920841217,Neural Network
172,0.8055555820465088,0.4588570296764374,0.7934272289276123,0.4522134065628052,Neural Network
173,0.7592592835426331,0.48513415455818176,0.751173734664917,0.5128923654556274,Neural Network
174,0.7731481194496155,0.49502867460250854,0.8028169274330139,0.44274595379829407,Neural Network
175,0.7870370149612427,0.47158026695251465,0.8075117468833923,0.4512414336204529,Neural Network
176,0.8055555820465088,0.45281314849853516,0.7981220483779907,0.45471009612083435,Neural Network
177,0.7870370149612427,0.4664584994316101,0.8028169274330139,0.44920939207077026,Neural Network
178,0.7939814925193787,0.45814254879951477,0.8122065663337708,0.43298664689064026,Neural Network
179,0.7824074029922485,0.47171109914779663,0.7840375304222107,0.48431578278541565,Neural Network
180,0.7916666865348816,0.4739450514316559,0.8075117468833923,0.44791293144226074,Neural Network
181,0.7592592835426331,0.5140537023544312,0.7934272289276123,0.47247159481048584,Neural Network
182,0.7824074029922485,0.47392866015434265,0.8028169274330139,0.447162002325058,Neural Network
183,0.7962962985038757,0.46590518951416016,0.8122065663337708,0.44382286071777344,Neural Network
184,0.7962962985038757,0.4623146653175354,0.7793427109718323,0.4615083336830139,Neural Network
185,0.8055555820465088,0.4542391300201416,0.8169013857841492,0.4425078332424164,Neural Network
186,0.7916666865348816,0.4541786313056946,0.8215962648391724,0.43732506036758423,Neural Network
187,0.8009259104728699,0.44913220405578613,0.7323943376541138,0.5353559851646423,Neural Network
188,0.7893518805503845,0.45928362011909485,0.8122065663337708,0.44213753938674927,Neural Network
189,0.7939814925193787,0.4693499803543091,0.7981220483779907,0.4577609896659851,Neural Network
190,0.7800925970077515,0.49018043279647827,0.68544602394104,0.5946564078330994,Neural Network
191,0.7800925970077515,0.4810551106929779,0.7840375304222107,0.4736414849758148,Neural Network
192,0.7893518805503845,0.46022123098373413,0.8169013857841492,0.44293925166130066,Neural Network
193,0.7870370149612427,0.4755287170410156,0.8028169274330139,0.4550136923789978,Neural Network
194,0.8125,0.43856945633888245,0.7746478915214539,0.49780845642089844,Neural Network
195,0.7685185074806213,0.5105260014533997,0.8075117468833923,0.4379657208919525,Neural Network
196,0.8009259104728699,0.4475122094154358,0.8169013857841492,0.44418826699256897,Neural Network
197,0.7638888955116272,0.5000160932540894,0.8028169274330139,0.44857171177864075,Neural Network
198,0.8009259104728699,0.4516731798648834,0.7981220483779907,0.46304333209991455,Neural Network
199,0.7986111044883728,0.452535480260849,0.8215962648391724,0.42404863238334656,Neural Network
200,0.8078703880310059,0.43492475152015686,0.7746478915214539,0.4881741404533386,Neural Network
201,0.8055555820465088,0.44002342224121094,0.7793427109718323,0.47555193305015564,Neural Network
202,0.7847222089767456,0.4795001447200775,0.8075117468833923,0.4353741705417633,Neural Network
203,0.7916666865348816,0.4733465909957886,0.7417840361595154,0.5230374336242676,Neural Network
204,0.7962962985038757,0.45976313948631287,0.8122065663337708,0.4429648816585541,Neural Network
205,0.7916666865348816,0.4683147072792053,0.8028169274330139,0.4491427540779114,Neural Network
206,0.7916666865348816,0.47336822748184204,0.8075117468833923,0.4484589993953705,Neural Network
207,0.7893518805503845,0.462660551071167,0.7652581930160522,0.4915454089641571,Neural Network
208,0.75,0.5151306986808777,0.7981220483779907,0.46206164360046387,Neural Network
209,0.7870370149612427,0.4742687940597534,0.8028169274330139,0.4518790543079376,Neural Network
210,0.8009259104728699,0.4516693651676178,0.8028169274330139,0.45210030674934387,Neural Network
211,0.7986111044883728,0.4527970850467682,0.7981220483779907,0.4542667865753174,Neural Network
212,0.7916666865348816,0.4550219178199768,0.7934272289276123,0.4609818458557129,Neural Network
213,0.8009259104728699,0.45085418224334717,0.7605633735656738,0.4911651015281677,Neural Network
214,0.8148148059844971,0.4381345808506012,0.8122065663337708,0.43867576122283936,Neural Network
215,0.7870370149612427,0.45827528834342957,0.7793427109718323,0.49291524291038513,Neural Network
216,0.8055555820465088,0.4568009078502655,0.8215962648391724,0.4410158395767212,Neural Network
217,0.7939814925193787,0.4542344808578491,0.8028169274330139,0.4491937756538391,Neural Network
218,0.8032407164573669,0.44343090057373047,0.8122065663337708,0.43912655115127563,Neural Network
219,0.7847222089767456,0.4576776325702667,0.8028169274330139,0.4622405469417572,Neural Network
220,0.7986111044883728,0.479941725730896,0.7887324094772339,0.4685724377632141,Neural Network
221,0.7939814925193787,0.4474599361419678,0.7934272289276123,0.458525151014328,Neural Network
222,0.7986111044883728,0.4583912193775177,0.8122065663337708,0.44002988934516907,Neural Network
223,0.7916666865348816,0.46293342113494873,0.7887324094772339,0.4651110768318176,Neural Network
224,0.7824074029922485,0.44171828031539917,0.8122065663337708,0.4530077874660492,Neural Network
225,0.7245370149612427,0.561447024345398,0.8169013857841492,0.43464258313179016,Neural Network
226,0.7962962985038757,0.44207215309143066,0.8075117468833923,0.44685012102127075,Neural Network
227,0.8055555820465088,0.43354642391204834,0.7981220483779907,0.4488823711872101,Neural Network
228,0.8009259104728699,0.4532022774219513,0.8028169274330139,0.43845561146736145,Neural Network
229,0.8101851940155029,0.4552854597568512,0.7981220483779907,0.4539436101913452,Neural Network
230,0.7986111044883728,0.45286405086517334,0.8075117468833923,0.45484110713005066,Neural Network
231,0.8032407164573669,0.44012072682380676,0.8122065663337708,0.43491610884666443,Neural Network
232,0.7986111044883728,0.45149555802345276,0.8075117468833923,0.4489789307117462,Neural Network
233,0.7662037014961243,0.4872383177280426,0.8028169274330139,0.44719716906547546,Neural Network
234,0.7824074029922485,0.4888260066509247,0.8122065663337708,0.4398409426212311,Neural Network
235,0.7800925970077515,0.46596354246139526,0.8075117468833923,0.44258633255958557,Neural Network
236,0.7893518805503845,0.4628887474536896,0.7605633735656738,0.5209470391273499,Neural Network
237,0.8009259104728699,0.454228937625885,0.8169013857841492,0.43468916416168213,Neural Network
238,0.7777777910232544,0.45834994316101074,0.8169013857841492,0.4473924934864044,Neural Network
239,0.8101851940155029,0.43481820821762085,0.7981220483779907,0.42697155475616455,Neural Network
240,0.7939814925193787,0.4478471279144287,0.8028169274330139,0.44174766540527344,Neural Network
241,0.8009259104728699,0.43249842524528503,0.8028169274330139,0.4442058205604553,Neural Network
242,0.8171296119689941,0.4312126636505127,0.7840375304222107,0.4542841911315918,Neural Network
243,0.8055555820465088,0.44826236367225647,0.8075117468833923,0.4405788481235504,Neural Network
244,0.8078703880310059,0.43168437480926514,0.8122065663337708,0.4385915696620941,Neural Network
245,0.7291666865348816,0.5388856530189514,0.7558685541152954,0.504753828048706,Neural Network
246,0.7546296119689941,0.5000043511390686,0.7793427109718323,0.45456939935684204,Neural Network
247,0.8078703880310059,0.441481351852417,0.7934272289276123,0.46460458636283875,Neural Network
248,0.7893518805503845,0.4586537182331085,0.7558685541152954,0.5113803744316101,Neural Network
